timestamp,buyer,seller,symbol,currency,price,quantity
4000,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9999,1
4200,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
4200,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
4200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4999,1
4400,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,5000,2
4500,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4998,5
4500,Valentina,Ruby,STARFRUIT,SEASHELLS,4997,3
4500,Vinnie,Ruby,STARFRUIT,SEASHELLS,4997,1
5000,SUBMISSION,,STARFRUIT,SEASHELLS,4998,3
5500,,SUBMISSION,STARFRUIT,SEASHELLS,5002,4
5800,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,5001,7
6500,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,5001,5
6600,Valentina,Remy,STARFRUIT,SEASHELLS,4999,1
6700,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
6700,Valentina,Remy,STARFRUIT,SEASHELLS,4998,2
6700,Valentina,Rhianna,STARFRUIT,SEASHELLS,4999,4
7100,Valentina,Rhianna,STARFRUIT,SEASHELLS,4999,5
7200,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,5002,4
7300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4999,1
7400,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
7400,,SUBMISSION,STARFRUIT,SEASHELLS,5003,1
7400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,5003,1
7400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,5003,1
7500,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
7800,,SUBMISSION,STARFRUIT,SEASHELLS,5002,1
7800,Rhianna,SUBMISSION,STARFRUIT,SEASHELLS,5002,1
7800,Rhianna,SUBMISSION,STARFRUIT,SEASHELLS,5002,1
8500,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,6
8600,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
8600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,5001,1
8700,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,2
8700,Adam,Valentina,STARFRUIT,SEASHELLS,5002,9
8700,Remy,Valentina,STARFRUIT,SEASHELLS,5004,2
8800,Remy,Valentina,STARFRUIT,SEASHELLS,5003,1
8800,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
9600,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,10000,3
10100,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,10000,1
10200,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
10200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4997,1
11100,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
11100,Amelia,SUBMISSION,STARFRUIT,SEASHELLS,5002,9
11100,Amelia,Valentina,STARFRUIT,SEASHELLS,5005,3
11100,Remy,Valentina,STARFRUIT,SEASHELLS,5005,2
11300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,5000,1
11400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4999,1
12000,SUBMISSION,,STARFRUIT,SEASHELLS,4999,2
12000,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4999,2
12000,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4999,2
13000,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
13000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
13000,Rhianna,Valentina,STARFRUIT,SEASHELLS,5001,2
13500,SUBMISSION,,STARFRUIT,SEASHELLS,4998,1
13500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4998,1
13600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,10000,1
13900,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
13900,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
13900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,5000,2
14000,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,7
14300,SUBMISSION,,STARFRUIT,SEASHELLS,4998,1
14300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4998,1
15000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,5000,1
15100,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,4
15400,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10000,5
16100,,SUBMISSION,STARFRUIT,SEASHELLS,5002,1
16400,Valentina,SUBMISSION,STARFRUIT,SEASHELLS,4998,6
17000,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,5000,8
17000,Ruby,Valentina,STARFRUIT,SEASHELLS,5003,1
17200,SUBMISSION,,STARFRUIT,SEASHELLS,4997,9
17200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4997,1
17300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
17400,Amelia,SUBMISSION,STARFRUIT,SEASHELLS,5000,9
17400,Amelia,Valentina,STARFRUIT,SEASHELLS,5003,1
18000,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,5000,4
18100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4998,1
18200,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
18200,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4997,3
18200,Vladimir,Ruby,STARFRUIT,SEASHELLS,4996,5
18300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
18300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
18300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4999,2
18500,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,4
18500,Ruby,Valentina,AMETHYSTS,SEASHELLS,10005,1
18600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4998,1
19200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4998,1
19400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4997,1
19500,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
19600,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,1
19900,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
20200,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,1
20300,Remy,Valentina,STARFRUIT,SEASHELLS,5002,1
20600,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
20600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
20600,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9998,8
20600,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9997,1
20900,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
20900,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
20900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4999,1
21300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
21300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4999,1
21400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4999,1
21800,Remy,SUBMISSION,STARFRUIT,SEASHELLS,5000,1
22300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4999,1
22600,SUBMISSION,,STARFRUIT,SEASHELLS,4998,2
22700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
22700,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,1
22800,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
22900,SUBMISSION,,STARFRUIT,SEASHELLS,4998,2
22900,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4998,2
23000,Adam,Rhianna,AMETHYSTS,SEASHELLS,9998,4
23100,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
23100,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4999,1
23300,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9999,2
23900,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,3
23900,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,3
23900,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9998,4
23900,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9997,4
24000,Rhianna,Vladimir,STARFRUIT,SEASHELLS,5001,3
24200,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4998,5
24300,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
24300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
24500,Remy,Valentina,STARFRUIT,SEASHELLS,5002,1
24600,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,2
24600,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,1
24600,Vinnie,Ruby,AMETHYSTS,SEASHELLS,9996,1
24700,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,5000,6
25100,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
25100,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
25100,Remy,Valentina,STARFRUIT,SEASHELLS,5001,1
25400,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4997,6
25400,Valentina,Ruby,STARFRUIT,SEASHELLS,4995,1
25600,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
25600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4998,2
25700,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
25700,Adam,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
25700,Adam,SUBMISSION,AMETHYSTS,SEASHELLS,10002,4
25700,Adam,SUBMISSION,AMETHYSTS,SEASHELLS,10002,4
26300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4996,1
26400,Amelia,SUBMISSION,AMETHYSTS,SEASHELLS,10001,9
26400,SUBMISSION,,STARFRUIT,SEASHELLS,4994,1
26400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4994,1
26700,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4997,1
27000,SUBMISSION,,STARFRUIT,SEASHELLS,4993,4
27000,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4993,4
27000,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
27200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4993,1
27300,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4995,6
27300,Ruby,Valentina,STARFRUIT,SEASHELLS,4998,5
27700,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
27700,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,3
27700,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,1
27900,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,4
28000,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
28000,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4996,1
28300,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,2
28300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
28300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4996,1
28600,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
28800,,SUBMISSION,STARFRUIT,SEASHELLS,4995,1
29400,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
29400,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4995,2
29500,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,2
29500,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,3
29500,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,2
29900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4993,1
30300,Remy,Valentina,STARFRUIT,SEASHELLS,4996,1
30400,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
30400,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,6
30400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4993,1
30900,SUBMISSION,,STARFRUIT,SEASHELLS,4992,1
30900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4992,1
31000,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
31000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
31000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4993,1
31200,SUBMISSION,,STARFRUIT,SEASHELLS,4993,5
31200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4993,1
31300,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
31300,,SUBMISSION,STARFRUIT,SEASHELLS,4997,1
31300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4997,1
31400,Ruby,SUBMISSION,STARFRUIT,SEASHELLS,4996,4
31600,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,3
31700,,SUBMISSION,STARFRUIT,SEASHELLS,4996,1
31800,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
32000,SUBMISSION,,STARFRUIT,SEASHELLS,4992,1
32100,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10000,4
32100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4992,1
32500,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
32700,,SUBMISSION,STARFRUIT,SEASHELLS,4996,1
32700,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4996,1
32800,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9997,2
32800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4991,2
32800,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4991,2
32800,Vinnie,Ruby,AMETHYSTS,SEASHELLS,9996,2
33200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4992,1
33300,Remy,Adam,STARFRUIT,SEASHELLS,4995,1
33300,Valentina,Adam,STARFRUIT,SEASHELLS,4991,8
33500,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10000,3
33900,,SUBMISSION,STARFRUIT,SEASHELLS,4995,1
33900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4995,1
34000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
34000,,SUBMISSION,STARFRUIT,SEASHELLS,4995,1
34000,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4995,1
34100,Rhianna,Valentina,AMETHYSTS,SEASHELLS,10002,1
34900,SUBMISSION,,STARFRUIT,SEASHELLS,4992,1
35000,SUBMISSION,,STARFRUIT,SEASHELLS,4993,4
35000,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4993,4
35300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4994,1
35600,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
35800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4995,1
36200,Valentina,Rhianna,STARFRUIT,SEASHELLS,4994,3
36300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
36300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4996,1
36500,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
36500,Ruby,Valentina,AMETHYSTS,SEASHELLS,10005,3
36800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4996,1
37200,Amelia,SUBMISSION,STARFRUIT,SEASHELLS,4995,5
37200,Amelia,Valentina,STARFRUIT,SEASHELLS,4998,5
37400,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
37600,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
37900,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,1
37900,Valentina,Ruby,AMETHYSTS,SEASHELLS,9995,3
38000,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4993,7
38000,Valentina,Amelia,STARFRUIT,SEASHELLS,4991,4
38400,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
38500,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4994,1
38500,Adam,Valentina,AMETHYSTS,SEASHELLS,10002,6
38800,SUBMISSION,Rhianna,STARFRUIT,SEASHELLS,4994,4
38800,Vinnie,Rhianna,STARFRUIT,SEASHELLS,4993,1
38900,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
38900,Valentina,Remy,STARFRUIT,SEASHELLS,4991,2
38900,Valentina,Remy,AMETHYSTS,SEASHELLS,9995,1
39100,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
39100,Ruby,Vladimir,AMETHYSTS,SEASHELLS,10002,4
39300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
39300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4994,1
39400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4995,1
39500,,SUBMISSION,STARFRUIT,SEASHELLS,4998,1
39500,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4998,1
39800,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,10
39800,Valentina,Rhianna,STARFRUIT,SEASHELLS,4993,4
40100,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4993,1
40200,,SUBMISSION,STARFRUIT,SEASHELLS,4997,5
40200,Rhianna,SUBMISSION,STARFRUIT,SEASHELLS,4997,5
40300,Valentina,Rhianna,STARFRUIT,SEASHELLS,4994,2
40600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4994,1
40700,Rhianna,Valentina,STARFRUIT,SEASHELLS,4996,3
40900,Valentina,Rhianna,STARFRUIT,SEASHELLS,4992,3
41000,,SUBMISSION,STARFRUIT,SEASHELLS,4996,2
41100,,SUBMISSION,STARFRUIT,SEASHELLS,4995,9
41100,Adam,SUBMISSION,STARFRUIT,SEASHELLS,4995,1
41100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4993,1
41100,Adam,SUBMISSION,STARFRUIT,SEASHELLS,4995,7
41100,Adam,Valentina,STARFRUIT,SEASHELLS,4995,1
41500,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,9999,1
41500,Ruby,SUBMISSION,AMETHYSTS,SEASHELLS,9999,2
41600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
41600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4992,1
42800,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,10
42900,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
42900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4992,1
43100,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
43100,SUBMISSION,Amelia,STARFRUIT,SEASHELLS,4991,4
43100,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4993,2
43100,Valentina,Amelia,STARFRUIT,SEASHELLS,4989,10
43400,Remy,Valentina,AMETHYSTS,SEASHELLS,10002,1
43500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4992,1
43700,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
43800,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
43900,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
43900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4992,1
43900,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4994,2
44000,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
44000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
44700,Remy,Valentina,STARFRUIT,SEASHELLS,4995,1
44800,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9999,1
45000,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
45000,SUBMISSION,,STARFRUIT,SEASHELLS,4989,1
45100,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
45100,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4990,1
45800,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9999,1
45800,SUBMISSION,Amelia,AMETHYSTS,SEASHELLS,9999,8
45800,Valentina,Amelia,AMETHYSTS,SEASHELLS,9996,2
46200,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,10001,1
46300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
46300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4988,1
46800,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9997,1
46800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4987,1
46800,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4987,2
47200,Remy,Valentina,STARFRUIT,SEASHELLS,4992,1
47300,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4989,2
47400,SUBMISSION,,STARFRUIT,SEASHELLS,4988,1
47500,,SUBMISSION,STARFRUIT,SEASHELLS,4993,1
47600,,SUBMISSION,STARFRUIT,SEASHELLS,4992,8
47700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4989,1
48300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
48300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4990,1
48600,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
48600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4990,1
48600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4992,1
48700,SUBMISSION,,STARFRUIT,SEASHELLS,4989,1
48900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4990,1
49300,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
49300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4991,1
49400,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
49400,SUBMISSION,,STARFRUIT,SEASHELLS,4988,1
49700,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
49700,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4989,2
49900,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4988,1
50000,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4987,5
50200,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
50200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4987,1
50300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4988,1
50400,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,2
50400,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4987,2
50900,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9998,2
51000,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,1
51000,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4988,1
51300,,SUBMISSION,STARFRUIT,SEASHELLS,4990,1
51300,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4990,1
51600,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
51600,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4989,1
51900,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,10
51900,Adam,SUBMISSION,AMETHYSTS,SEASHELLS,10002,2
52000,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,2
52000,SUBMISSION,Rhianna,AMETHYSTS,SEASHELLS,9998,2
52100,,SUBMISSION,STARFRUIT,SEASHELLS,4990,2
52200,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4987,1
52300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4988,1
52700,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
52700,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10002,3
53000,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
53200,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
53200,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
53300,Valentina,SUBMISSION,AMETHYSTS,SEASHELLS,9998,2
53500,,SUBMISSION,STARFRUIT,SEASHELLS,4990,1
53600,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
53600,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4987,1
53700,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,2
53700,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4989,2
53900,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10000,1
54200,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
54300,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
54300,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9998,1
54300,SUBMISSION,Ruby,STARFRUIT,SEASHELLS,4988,8
54300,Valentina,Ruby,STARFRUIT,SEASHELLS,4986,3
54500,SUBMISSION,,AMETHYSTS,SEASHELLS,9998,1
54600,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,1
54600,SUBMISSION,Ruby,AMETHYSTS,SEASHELLS,9999,5
54600,Valentina,Remy,STARFRUIT,SEASHELLS,4986,1
54700,,SUBMISSION,STARFRUIT,SEASHELLS,4990,1
54700,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4990,1
54900,Rhianna,SUBMISSION,AMETHYSTS,SEASHELLS,10000,3
55200,Remy,SUBMISSION,STARFRUIT,SEASHELLS,4988,1
56100,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10001,1
56100,Amelia,SUBMISSION,STARFRUIT,SEASHELLS,4987,6
56100,Amelia,Valentina,STARFRUIT,SEASHELLS,4990,8
56100,Remy,Valentina,STARFRUIT,SEASHELLS,4990,1
56300,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4984,1
56500,SUBMISSION,Remy,AMETHYSTS,SEASHELLS,9999,1
56500,SUBMISSION,Remy,STARFRUIT,SEASHELLS,4984,1
56700,,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
56700,Remy,SUBMISSION,AMETHYSTS,SEASHELLS,10002,1
